2296562.43558187 353541.780479749 697769.372524662 360946.27503727 516856.833400583 532766.194285839 439573.339028192 569037.503339421 426423.694173569 1720008.39812475
10549232.933906 380749.179247869 268573.716964412 315800.053624863 371310.858197491 299719.434689454 264412.686565308 266937.809326885 205403.336017873 741358.321510924
10490342.8675862 1745219.65397636 423984.593268496 261681.025797956 302682.271553421 416433.20522755 253617.293074075 200387.135146765 180617.155897129 544097.168288265
5597427.41031227 1715069.74790383 1822145.23693143 337969.010668344 200443.510352737 300119.398737648 253478.225406202 179896.173423652 106443.33752749 421760.503751177
4221766.41994038 905116.439502183 2018491.42871175 1517829.1418195 301784.919502873 175978.332741671 187798.73506927 172175.64162298 106385.327592925 289355.017408791
5312319.28897202 641251.357768818 818352.197333924 1790291.92799959 795119.088711743 151034.799952475 99497.7534876561 106763.426982901 70246.4633656455 170541.720406905
3743059.03801077 857424.55632921 718162.964471777 774488.960019391 1201648.65598531 503925.321353242 80945.2621404124 57550.5263330149 44717.8272064514 99857.4719796448
4971856.25800447 661467.076584257 1189364.34761858 759306.90116149 795243.907410661 764370.210860136 164455.358367371 53570.5269649961 30536.7393768524 67490.1212783836
10911014.3890544 801791.786305057 716025.783002055 835917.817392456 541270.312918898 528281.367100922 262650.540636719 63830.8072940915 17045.2700183395 49200.1549603702
5234374.22754811 1201396.14059787 597961.453758874 341002.400588084 340456.523756168 242950.654620913 166610.182262626 64329.3051863458 10875.2432184771 26344.7390526879
3909299.33469217 471590.323859477 1482719.16635952 534571.621752488 239611.664041816 180128.412992678 118746.861306555 81289.6838248354 28228.0374869606 23006.7665020453
4737901.74457525 163742.535475594 394452.681355325 457280.840778496 1066089.99404707 258328.871724804 149207.180910014 75684.1879293973 46487.6310218928 68632.0579933613
5436597.41620982 360960.250275544 395647.376761439 452454.209312138 560018.264905612 844129.664246571 254161.971306858 157070.000348963 61622.5101848128 108305.512217554
16296443.9157289 524532.019378644 626885.189064645 517150.44115611 364499.587944842 499567.291307482 649603.446248656 221381.596003236 101401.012693144 144724.066062393
26003736.8343602 1559254.8043124 855390.887406746 570138.257650837 336290.988325737 287891.995286251 308057.614471828 419589.297071803 96387.366664553 194123.588184127
15547283.8582468 3559747.5941608 3304258.39883547 1009109.49501436 421152.033585316 319308.809421906 284212.102006815 257736.51345032 252462.917525273 171511.997910923
11836013.5061223 1799195.55872829 5285043.11261463 2953477.90425239 511583.568163817 260184.609159223 181858.355686293 167523.101282179 92906.8813298645 249474.36646488
22757495.5875327 1545044.21516068 3673378.23713082 5182515.24247689 1553842.26678524 443662.825975553 191963.489314271 150017.988466315 69085.1596965811 183164.625503746
32318451.7212874 3030853.55526987 2557395.18708692 3418538.52083912 2659145.74709737 678516.026796137 196180.310227924 102560.55092039 70260.2383648532 104841.84578269
28173651.2714635 4072168.65044089 4130387.03295029 2586262.8330032 1973458.35453996 1398271.67897157 285565.027225233 118115.53837899 45626.646024852 90060.3594460044
30365104.1766331 3601583.70656654 7304175.01535595 4393097.91899434 1935477.37757191 1273487.45491724 516858.933497814 161387.059969589 40210.4985582179 62381.7180469684
16212838.0214162 3962511.08135258 6415802.03878045 7014582.77702705 2967339.13994441 1120840.93092686 599789.384415404 245874.033411438 71206.0280592687 47346.269439907
12726876.4021618 1764163.53287061 5497410.9119673 5620305.52428857 4200873.28028562 1422353.3318096 487970.448271438 238650.770008778 86479.8801387312 57752.2726446801
5191786.85118609 1115153.00617121 3748914.37750509 5418010.26497487 3425189.68338799 1832008.35089226 564764.04531101 208957.064942876 90736.1436160925 70251.2184849627
2838179.19664966 410742.601623188 2123772.26772502 4295562.8623514 3706766.07580628 1939410.52255127 781397.941328797 269866.322928928 97414.7785327547 94841.958954713
3336814.73975061 211437.310424465 621721.162892777 2644572.39242433 2976414.49531987 1842554.11979411 731186.617860567 310217.703985689 94144.3517791901 115667.181448287
3247743.96964358 161273.548573172 234588.605597695 600011.35875831 1566550.46752312 1242316.3487332 619031.655343224 249651.446889457 92909.1645322091 110768.195726418
8619802.85220034 147342.429547356 165267.784033816 216557.154095796 550640.693787569 828776.574785327 588001.555141113 254788.175590508 86357.2179878084 156601.094200702
10783164.1530696 118422.729335513 71545.8592509451 58684.1856687628 81238.5295221637 151869.512650896 172432.611430011 90077.3118186554 53718.1131656084 229836.580896043
10598919.8441391 289935.13862974 572968.618401211 169807.62591537 123499.798118547 195454.533606146 314604.463053163 297734.065869697 152787.655775073 523701.416070301
8836090.03694508 509517.909186491 914176.13941348 924228.879223193 389042.511865529 217210.321061979 305640.711892611 383086.782912318 317293.109604955 794135.349174653
20353429.6325201 766403.800808347 2035163.44816007 1823874.84380252 1345929.97493962 465898.112688835 351882.347618857 397058.540640509 404297.648071642 851233.401958408
33645793.7387369 2608170.28001766 2054228.47807478 2454286.37711558 1603764.69848993 742158.040886056 336491.488032159 246778.812061973 226863.313481073 589066.046627138
17049008.684206 3955534.7442044 3627375.46640986 2015177.05166621 1495612.96490039 708201.088155956 294090.341216616 152461.956829296 94103.9428338557 316246.698779386
5301946.61752717 1815919.11309278 7439866.03560073 3939711.46972775 1573637.49870556 797485.795220981 289299.332026602 112754.574375391 63245.0566543235 187130.281571772
