0.79 1.27 2.03 2.55 3.29 4.34 5.15 5.75 6.11 7.215
0.73 1.4 2.05 2.76 3.3 4.38 5.95 6.39 6.61 6.995
0.77 1.12 2.02 2.61 3.27 3.91 4.69 5.63 7.18 7.694
1.05 1.33 1.86 2.8 4 4.18 5.33 5.68 7.31 9.162
0.71 1.26 2.02 2.7 3.88 4.47 5.36 6.06 6.28 7.88
0.75 1.33 2.07 2.63 3.28 3.96 4.54 5.55 6.88 8.739
0.59 1.22 1.97 2.3 2.87 3.72 4.3 4.69 5.84 7.214
0.53 0.84 1.66 2.32 2.97 4 4.72 5.44 5.79 7.422
0.62 0.87 1.31 2.43 3.87 5.38 5.83 5.36 6.92 8.817
0.74 0.95 1.4 1.78 2.96 3.73 4.62 4.66 8.34 7.69
0.71 1 1.45 2.09 2.49 3.75 3.9 6.74 4.94 7.34
0.68 1.05 1.85 2.39 3.08 3.35 4.48 4.66 5.62 7.308
0.67 1.01 1.92 2.28 2.77 3.2 3.73 6.35 6.9 7.83
0.61 0.99 1.65 2.46 2.85 3.03 3.71 4.49 5.56 7.126
0.52 0.76 1.24 2.12 3.22 3.83 4.69 5.31 5.66 7.286
0.56 0.79 1.19 1.71 2.87 3.78 4.06 5.3 6.86 7.654
0.59 0.82 1.33 1.84 2.48 3.73 4.32 5.34 5.98 7.577
0.62 0.95 1.24 1.72 2.35 3.1 4.19 5.79 6.77 7.746
0.68 1 1.48 1.87 2.58 3.07 4.13 5.44 6.7 8.589
0.67 1.05 1.45 1.93 2.27 2.97 3.61 4.1 4.93 6.969
0.6 1.03 1.63 2.1 2.67 3.14 3.81 4.41 5.76 8.071
0.75 1.12 1.54 2.04 2.6 3.14 3.63 4.54 5.05 6.174
0.69 1.01 1.5 1.97 2.54 3.25 3.77 4.31 4.91 6.112
0.66 0.91 1.42 1.89 2.54 2.58 3.49 3.75 4.12 5.903
0.7 1.03 1.37 1.9 2.41 2.98 3.44 3.73 4.14 5.472
0.59 0.89 1.49 2.09 2.16 2.99 3.24 3.82 3.92 6.185
0.63 0.83 1.43 1.78 2.27 2.73 3.02 3.9 4.06 5.818
0.73 1.08 1.41 1.86 2.43 2.94 3.35 3.66 4.17 5.543
0.63 0.98 1.38 1.92 2.31 2.83 3.16 3.43 3.82 4.749
0.73 1.03 1.65 2 2.37 2.69 3.23 3.38 3.46 4.67
0.7 0.99 1.45 2.14 2.5 3.13 3.34 3.81 3.99 5.173
0.7 0.82 1.42 2.07 2.68 3.25 3.62 3.97 4.52 5.835
0.59 1.07 1.35 2.15 2.82 3.2 3.67 4.16 4.6 5.703
0.57 1.01 1.5 1.83 2.74 3.33 3.91 4.61 4.5 6.13
0.66 0.92 1.58 2.12 2.54 3.49 4.01 4.22 4.7 5.8
0.61 0.85 1.24 1.91 2.45 3.02 3.97 4.74 4.51 6.045
0.84 1.043 1.463 2.016 2.364 3.119 3.532 4.138 4.648 6.032
0.89 1.12 1.68 2.179 2.628 3.134 3.631 4.161 4.502 5.901
0.909 1.207 1.556 2.018 2.507 3.035 3.444 3.886 4.5 5.598
0.829 1.166 1.639 2.057 2.616 3.184 3.709 4.13 4.876 6.139
