448810.00015733 260010.589795363 351521.556197222 213687.245664405 146190.988735462 52634.7346381676 63414.4446106245 53038.5751464518 31946.6079095043 69907.041827165
747034.421175411 378969.253989636 190049.159732296 253064.675406098 145809.977117773 94683.6696879506 41345.3919149734 45324.1787627461 37012.669672275 75943.9870651296
1054578.50788435 597085.640075959 277243.737562322 128932.785798743 165449.334420372 95097.9929854469 63745.9448333635 31542.8098245006 33266.4064554396 82028.9490375199
823900.742486196 759600.215999669 397681.355684663 184419.929527916 81596.0463366291 105824.615524801 63526.4524421015 43589.3678863988 24143.2902146263 79402.2993534396
894565.796767412 651675.387623035 480553.91772645 256543.44438573 120687.062678752 53602.1589247812 67114.9263027834 44467.8554244795 30812.7883720458 74264.1093350618
656544.278634312 750033.102401913 447481.259403676 306277.670531133 168681.072611628 76559.3513901943 38523.2310221436 45486.6613079208 29533.4104631402 72324.1047652532
944032.878932381 537862.420304094 499468.50533935 289549.403362949 191545.472914377 106526.696349738 49164.155999458 28616.1149017924 33644.3072235331 78914.4476931292
1198652.4787794 679665.622919058 347873.016283925 301016.091645395 182662.670385978 121714.412073724 63568.9719098204 30672.7704619859 19670.5028070973 83500.1995483843
655886.647099551 1531389.80986077 388926.519136938 204870.740778156 165734.5451882 106929.547162972 75147.6273449341 41330.3000616066 20882.2186407818 79447.438750495
510603.559917633 604158.60487102 1276106.94910856 228067.859824712 127542.994527416 103137.428136753 64050.6645704903 50108.3985632307 29831.9758539545 69826.2794017886
290928.475239414 485490.711081918 396937.101132005 866021.152174286 134579.099067921 78029.9423499778 69567.9419019586 38526.4637250449 35289.0406395231 64403.6615371602
563119.245601545 295152.246979631 318904.656034007 239007.03965872 558868.687176586 73662.376119041 46904.804402804 51611.6304656439 24325.3523521239 74864.4096616535
705082.419895744 369534.77759951 223710.860505375 207682.606284635 150958.238126396 386704.579040619 46805.2439868623 30586.5886881811 39672.3599131811 76885.7167659215
743075.221913168 549489.71828671 236810.030824353 160279.010674667 139836.153331697 107550.413122008 253173.244757213 31582.8505696085 20508.3654148602 76943.1985826563
480598.437466251 524575.352219947 321163.475105621 129579.283967792 93190.648040275 85326.7242746232 67782.4931094845 140639.017694972 25862.2761572045 73852.4731008516
456381.774248635 347121.677600801 341819.95291389 194282.905500964 78642.3596261841 57742.3330124903 56339.8930537228 44016.6567297811 88227.3691226304 69249.5781617604
985750.370518069 302572.376451323 211720.527191176 216967.78205149 119532.845796441 46717.6432548094 35058.866947623 37374.3885277741 27779.4717677997 105178.37429609
