0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.82 0.91 0.98 1 1 1 1 1 1 1
0.04 0.25 0.55 0.84 0.92 0.98 1 1 1 1 1 1 1
0.03 0.26 0.58 0.85 0.93 0.98 1 1 1 1 1 1 1
0.04 0.26 0.57 0.86 0.93 0.99 1 1 1 1 1 1 1
0.04 0.28 0.6 0.87 0.94 0.99 1 1 1 1 1 1 1
0.05 0.28 0.58 0.86 0.95 0.99 1 1 1 1 1 1 1
0.06 0.28 0.57 0.86 0.95 0.98 1 1 1 1 1 1 1
0.06 0.27 0.58 0.85 0.94 0.97 1 1 1 1 1 1 1
0.05 0.26 0.58 0.82 0.92 0.97 1 1 1 1 1 1 1
0.05 0.26 0.57 0.82 0.91 0.97 1 1 1 1 1 1 1
0.04 0.24 0.54 0.81 0.91 0.98 1 1 1 1 1 1 1
0.04 0.25 0.56 0.79 0.91 0.98 1 1 1 1 1 1 1
0.05 0.22 0.54 0.78 0.9 0.97 1 1 1 1 1 1 1
0.05 0.22 0.57 0.79 0.91 0.97 1 1 1 1 1 1 1
0.04 0.18 0.54 0.77 0.9 0.97 1 1 1 1 1 1 1
0.02 0.17 0.55 0.77 0.89 0.97 1 1 1 1 1 1 1
0.01 0.16 0.53 0.73 0.88 0.98 1 1 1 1 1 1 1
0.01 0.16 0.5 0.71 0.86 0.99 0.99 1 1 1 1 1 1
0.02 0.17 0.48 0.72 0.87 0.98 0.99 1 1 1 1 1 1
0.02 0.16 0.47 0.72 0.87 0.98 0.99 1 1 1 1 1 1
0.02 0.18 0.48 0.68 0.84 0.96 0.98 1 1 1 1 1 1
0.02 0.17 0.47 0.67 0.82 0.96 0.98 1 1 1 1 1 1
0.02 0.16 0.42 0.62 0.79 0.94 0.98 1 1 1 1 1 1
0.01 0.16 0.39 0.59 0.77 0.92 0.98 1 1 1 1 1 1
0.01 0.18 0.38 0.58 0.75 0.91 0.97 1 1 1 1 1 1
0.01 0.19 0.37 0.57 0.74 0.9 0.97 1 1 1 1 1 1
0.01 0.2 0.39 0.59 0.75 0.9 0.97 1 1 1 1 1 1
0.01 0.18 0.41 0.63 0.79 0.91 0.98 1 1 1 1 1 1
0.01 0.19 0.44 0.64 0.8 0.91 0.98 1 1 1 1 1 1
0.01 0.2 0.43 0.65 0.81 0.91 0.98 1 1 1 1 1 1
0.01 0.19 0.42 0.64 0.83 0.91 0.97 1 1 1 1 1 1
0.02 0.25 0.48 0.69 0.86 0.94 0.97 1 1 1 1 1 1
0.03 0.24 0.47 0.7 0.88 0.94 0.98 1 1 1 1 1 1
0.04 0.26 0.5 0.73 0.91 0.96 0.98 1 1 1 1 1 1
0.05 0.26 0.53 0.75 0.91 0.97 0.99 1 1 1 1 1 1
0.07 0.25 0.5 0.74 0.89 0.97 0.99 1 1 1 1 1 1
