1423343.08441661 681702.952376067 383963.984328913 180552.682102598 85028.5966792451 89653.8590487482 241747.228251802 85628.3592788739 36528.078173839 32419.5436747886 18289.8170772869 8018.2681116138 2534.37392598445
617234.605256061 823387.444644109 495309.762631756 292290.747162483 132448.911370115 55791.5599060506 59365.707436311 145848.201271444 50888.9830976578 19653.0942087539 17769.0715782328 9994.86276734965 5823.83831262934
404564.341107879 358163.016181663 554464.354185322 353970.170160345 198820.806905273 75927.7098582673 34159.3296380064 31135.3935686551 74118.9445996214 19472.9490499148 8259.07860114281 7124.94332163318 6003.47481780612
576297.534567387 273123.650720551 267977.321217675 396856.395432786 234905.869026795 110068.218363315 44392.5253842799 17758.9417201412 16064.2854854975 30221.5871690147 7566.25902345844 3105.48095985054 4094.51771779911
875548.939281821 374545.377478569 221034.632719545 190707.208152072 236313.469049587 120554.336498372 60595.0914371853 22814.4437527846 8854.72704727959 6188.35473512136 11947.173353771 2684.91185173159 2084.78234637359
2469379.5832642 675459.565936417 290941.049709824 169549.351081606 117499.628492076 123702.217754506 67176.9570759694 30115.0914960023 10728.3302415514 3036.0484819016 2026.01688191297 3963.54917599525 1119.11377455808
2328259.95814569 1155885.3784236 417308.72831288 178911.822874895 104276.79433105 60234.6939317489 66495.8856642079 32987.8759806964 14028.3687721077 4126.69912584926 1076.42685052471 672.332449053305 1259.33003432754
2588386.48195806 1109590.41578609 666524.244095021 232910.363682421 90013.3547491763 53351.3164107848 30952.0213177846 29872.9222034538 12965.5668716432 4217.47123483086 1158.32294770757 302.484148376827 376.497290078074
850213.046096314 1459175.66521948 704440.723691032 400425.842561346 132370.77726571 49759.2368338876 32286.0730547892 16326.1053600243 14278.7597252958 5162.85625635869 1690.89180606352 468.075409889292 227.512100345954
388395.424361513 557107.403038733 965442.12668627 426430.880064739 224529.706224656 72329.1224278304 29217.4063324788 17397.6549806233 7147.82837388994 5435.83908662386 1950.89286538937 658.367687123332 239.224483422011
1416452.28218263 405599.061063556 154914.39710459 211202.863308425 248812.691371138 90858.1670155077 49024.6633637608 15070.1304228315 5100.37909935509 2164.74364488204 598.676306581204 606.342753299262 344.388260893396
1032978.87035719 701969.353972609 246043.554966658 91836.480993653 106347.682838373 116373.972149422 42066.7996502919 22718.5060897754 6095.70390255224 1690.90223111201 721.041261061952 200.292229189437 371.254688731659
1326289.04703146 542516.698298969 423460.902532827 135453.368413068 44853.3583830886 51414.4648568266 56682.1777474528 19777.4658055905 9640.06894203903 2318.08343113396 638.516645236154 342.420694757818 279.778874695626
1481043.82589886 627028.731418507 286550.228544841 216231.002920056 66427.4469676065 21981.433767654 25575.2679819811 26498.5243189564 8123.75827078604 3859.6320688958 949.723542066318 278.98262968072 309.444698084177
1528760.87195355 701495.996797628 346683.608743955 147581.155600283 108907.781127697 34581.2743313787 10985.2637896877 12808.0757072815 10852.061177769 2916.92734481475 1546.79405415519 413.200873570442 247.918522353542
1250786.75212248 797519.264913444 383751.896971316 163201.933763505 65701.1789308558 51107.4155991888 15265.0557632536 4360.8190010886 4677.66864250106 3404.97206711338 924.298372012927 559.419237824202 245.430126039534
839041.257736265 707565.195329899 443362.695871388 161963.776975912 60892.216886144 27207.0138536686 21176.1607888929 5545.01038765623 1341.48309732396 1523.88250982374 1205.9808898006 336.054105833295 324.055118444371
482566.437610866 385526.796109359 371434.108902012 183879.911934599 55845.0747414547 21136.6490803223 9338.32330704354 6694.54348095125 1448.30177406544 327.342160388072 501.126797016477 429.524291239509 257.157002728277
904964.294809864 262217.939519403 244467.363476992 201576.955866356 86706.781624834 24655.7782007043 8268.52409316801 3135.5181825691 2220.78275652761 432.813408107 103.415323444667 152.288706222951 249.783193994599
1901764.93235011 584719.494654831 179012.983800146 144034.993924177 107656.080144161 44540.5586314808 11172.6623771179 3187.27339643412 1158.28431988077 870.320034704878 182.004546638685 32.3928232301333 140.886864571859
1264850.87550362 1291320.38954343 406515.231992392 113741.570026364 81829.7822240225 56877.688545052 20977.5911240648 4558.22302105105 1267.38039152537 503.493873897888 411.363386110133 78.9397860745009 72.5622152158303
186263.311215474 959389.043352201 889026.710838846 262899.599792595 71160.9506527593 43768.568104545 25339.345320563 7825.42203493518 1678.45171463168 476.149170085734 215.368222916197 164.541616541541 73.3419942999831
110972.052612752 143275.296848528 658929.195552811 498673.902743233 143660.532833412 38718.1637752035 19403.3636642858 9220.86399215625 2897.28517202608 676.800431997278 220.971828986251 80.5939903435943 106.588694579175
213424.841777953 88351.2313501262 95473.1901843435 344166.219157907 230363.635142131 60738.385809913 13989.8036715449 5472.14516541603 2735.34551777318 932.565223872449 274.105997731559 84.2185598229523 82.8751176749085
388223.125396832 152326.588911808 61226.2538434512 52850.886898666 165134.065532045 100235.692421102 21535.1174948402 4366.02805517599 1789.73336837305 1042.41151569116 441.312830456171 116.977901969219 77.9738638780799
992239.931073641 299922.4917116 109745.351329448 39790.6435460924 31486.04900693 80851.9162931072 38856.0035609518 7010.03705677947 1577.47720223482 709.135149129911 503.86438400577 208.520300803237 97.145399861464
1870934.51554089 702388.677613226 202972.916110668 65508.8422301123 22767.9594248161 17018.5042561217 29336.6687926031 10280.9866074908 1887.11368388952 464.851849198702 276.057728058427 178.255987127756 132.18406816296
642931.371565712 1328808.38411994 463838.81341631 113661.349537088 35335.039445483 12201.3036221679 7699.30672340185 9547.05363275131 3556.88111601468 701.145440839891 203.836768595208 121.558023732651 149.264276665049
598946.261358868 428869.042532239 728968.75993977 230630.94484982 55283.3014671101 17581.3110526748 5655.766572792 3237.79338485876 3088.04790801801 1093.70140590642 267.898389744929 63.1935448755468 114.148898801476
612521.486036981 434926.728150553 256844.883022072 341484.675506769 104535.441292598 24698.486897104 7342.06892775104 2368.59180927379 1416.52804957929 949.679549736767 403.760212411301 89.6003762110686 85.1387268708835
